genename	protein_desc	Accession_Number	Molecular_Weight	SKMES1.AF1521.MG132.DMSO_SpC	SKMES1.AF1521.MG132.RBN011364_SpC	label	uniprotswissprot	entrez.id	spc.trt_ctrl.delta	spc.ctrl_fraction_delta	molweight	ctrl.binding	trt.binding	trt.fc.binding	trt.fc	gene.symbol.xref
HDAC6	Histone deacetylase 6 OS=Homo sapiens GN=HDAC6 PE=1 SV=2	sp|Q9UBN7|HDAC6_HUMAN	131 kDa	6	0	skmes_mg132_af1521.adpr.msbio	Q9UBN7	10013	-6	-1	131	6.00763358778626	0.00763358778625954	0.00127064803049555	0.00166389351081531	HDAC6
HDLBP	Vigilin OS=Homo sapiens GN=HDLBP PE=1 SV=2	sp|Q00341|VIGLN_HUMAN	141 kDa	31	10	skmes_mg132_af1521.adpr.msbio	Q00341	3069	-21	-0.67741935483871	141	31.0070921985816	10.0070921985816	0.322735590118939	0.322799097065463	HDLBP
HEATR1	HEAT repeat-containing protein 1 OS=Homo sapiens GN=HEATR1 PE=1 SV=3	sp|Q9H583|HEAT1_HUMAN	242 kDa	8	0	skmes_mg132_af1521.adpr.msbio	Q9H583	55127	-8	-1	242	8.00413223140496	0.00413223140495868	0.000516262261228704	0.00124843945068664	HEATR1
HELZ	Probable helicase with zinc finger domain OS=Homo sapiens GN=HELZ PE=1 SV=2	sp|P42694|HELZ_HUMAN	219 kDa	5	0	skmes_mg132_af1521.adpr.msbio	P42694	9931	-5	-1	219	5.00456621004566	0.0045662100456621	0.000912408759124088	0.00199600798403194	HELZ
HERC1	Probable E3 ubiquitin-protein ligase HERC1 OS=Homo sapiens GN=HERC1 PE=1 SV=2	sp|Q15751|HERC1_HUMAN	532 kDa	6	0	skmes_mg132_af1521.adpr.msbio	Q15751	8925	-6	-1	532	6.00187969924812	0.0018796992481203	0.000313185092389602	0.00166389351081531	HERC1
HGS	Hepatocyte growth factor-regulated tyrosine kinase substrate OS=Homo sapiens GN=HGS PE=1 SV=1	sp|O14964|HGS_HUMAN	86 kDa	5	0	skmes_mg132_af1521.adpr.msbio	O14964	9146	-5	-1	86	5.01162790697674	0.0116279069767442	0.00232018561484919	0.00199600798403194	HGS
HLTF	Helicase-like transcription factor OS=Homo sapiens GN=HLTF PE=1 SV=2	sp|Q14527|HLTF_HUMAN	114 kDa	28	7	skmes_mg132_af1521.adpr.msbio	Q14527	6596	-21	-0.75	114	28.0087719298246	7.00877192982456	0.250234888819292	0.250267761513745	HLTF
HMGA1	High mobility group protein HMG-I/HMG-Y OS=Homo sapiens GN=HMGA1 PE=1 SV=3	sp|P17096|HMGA1_HUMAN	12 kDa	23	39	skmes_mg132_af1521.adpr.msbio	P17096	3159	16	0.41025641025641	12	23.0833333333333	39.0833333333333	1.69314079422383	1.69534984789222	HMGA1
HMGA2	High mobility group protein HMGI-C OS=Homo sapiens GN=HMGA2 PE=1 SV=1	sp|P52926|HMGA2_HUMAN	12 kDa	6	8	skmes_mg132_af1521.adpr.msbio	P52926	8091	2	0.25	12	6.08333333333333	8.08333333333333	1.32876712328767	1.33277870216306	HMGA2
HMGB1	High mobility group protein B1 OS=Homo sapiens GN=HMGB1 PE=1 SV=3	sp|P09429|HMGB1_HUMAN	25 kDa	58	92	skmes_mg132_af1521.adpr.msbio	P09429	3146	34	0.369565217391304	25	58.04	92.04	1.58580289455548	1.58610584382003	HMGB1
HMGB2	High mobility group protein B2 OS=Homo sapiens GN=HMGB2 PE=1 SV=2	sp|P26583|HMGB2_HUMAN	24 kDa	84	108	skmes_mg132_af1521.adpr.msbio	P26583	3148	24	0.222222222222222	24	84.0416666666667	108.041666666667	1.28557263262271	1.2856802761576	HMGB2
HMGB3	High mobility group protein B3 OS=Homo sapiens GN=HMGB3 PE=1 SV=4	sp|O15347|HMGB3_HUMAN	23 kDa	10	26	skmes_mg132_af1521.adpr.msbio	O15347	3149	16	0.615384615384615	23	10.0434782608696	26.0434782608696	2.59307359307359	2.5984015984016	HMGB3
HMGN1	Non-histone chromosomal protein HMG-14 OS=Homo sapiens GN=HMGN1 PE=1 SV=3	sp|P05114|HMGN1_HUMAN	11 kDa	2	6	skmes_mg132_af1521.adpr.msbio	P05114	3150	4	0.666666666666667	11	2.09090909090909	6.09090909090909	2.91304347826087	2.99004975124378	HMGN1
HMGN2	Non-histone chromosomal protein HMG-17 OS=Homo sapiens GN=HMGN2 PE=1 SV=3	sp|P05204|HMGN2_HUMAN	9 kDa	12	21	skmes_mg132_af1521.adpr.msbio	P05204	3151	9	0.428571428571429	9	12.1111111111111	21.1111111111111	1.74311926605505	1.74937552039967	HMGN2
HMGN4	High mobility group nucleosome-binding domain-containing protein 4 OS=Homo sapiens GN=HMGN4 PE=1 SV=3	sp|O00479|HMGN4_HUMAN	10 kDa	4	8	skmes_mg132_af1521.adpr.msbio	O00479	10473	4	0.5	10	4.1	8.1	1.97560975609756	1.99750623441397	HMGN4
HMMR	Hyaluronan mediated motility receptor OS=Homo sapiens GN=HMMR PE=1 SV=2	sp|O75330|HMMR_HUMAN	84 kDa	17	16	skmes_mg132_af1521.adpr.msbio	O75330	3161	-1	-0.0588235294117647	84	17.0119047619048	16.0119047619048	0.941217634709587	0.941211052322163	HMMR
HNRNPA2B1	Heterogeneous nuclear ribonucleoproteins A2/B1 OS=Homo sapiens GN=HNRNPA2B1 PE=1 SV=2	sp|P22626|ROA2_HUMAN	37 kDa	14	3	skmes_mg132_af1521.adpr.msbio	P22626	3181	-11	-0.785714285714286	37	14.027027027027	3.02702702702703	0.215799614643545	0.214846538187009	HNRNPA2B1
HNRNPC	Heterogeneous nuclear ribonucleoproteins C1/C2 OS=Homo sapiens GN=HNRNPC PE=1 SV=4	sp|P07910|HNRPC_HUMAN	34 kDa	3	0	skmes_mg132_af1521.adpr.msbio	P07910	3183	-3	-1	34	3.02941176470588	0.0294117647058824	0.00970873786407767	0.00332225913621263	HNRNPC
HNRNPD	Heterogeneous nuclear ribonucleoprotein D0 OS=Homo sapiens GN=HNRNPD PE=1 SV=1	sp|Q14103|HNRPD_HUMAN	38 kDa	4	0	skmes_mg132_af1521.adpr.msbio	Q14103	3184	-4	-1	38	4.02631578947368	0.0263157894736842	0.0065359477124183	0.00249376558603491	HNRNPD
HNRNPH1	Heterogeneous nuclear ribonucleoprotein H OS=Homo sapiens GN=HNRNPH1 PE=1 SV=4	sp|P31943|HNRH1_HUMAN	49 kDa	17	0	skmes_mg132_af1521.adpr.msbio	P31943	3187	-17	-1	49	17.0204081632653	0.0204081632653061	0.00119904076738609	0.000587889476778366	HNRNPH1
HNRNPK	Heterogeneous nuclear ribonucleoprotein K OS=Homo sapiens GN=HNRNPK PE=1 SV=1	sp|P61978|HNRPK_HUMAN	51 kDa	12	5	skmes_mg132_af1521.adpr.msbio	P61978	3190	-7	-0.583333333333333	51	12.0196078431373	5.01960784313725	0.417618270799347	0.417152373022481	HNRNPK
HNRNPM	Heterogeneous nuclear ribonucleoprotein M OS=Homo sapiens GN=HNRNPM PE=1 SV=3	sp|P52272|HNRPM_HUMAN	78 kDa	20	7	skmes_mg132_af1521.adpr.msbio	P52272	4670	-13	-0.65	78	20.0128205128205	7.01282051282051	0.350416399743754	0.350324837581209	HNRNPM
HNRNPU	Heterogeneous nuclear ribonucleoprotein U OS=Homo sapiens GN=HNRNPU PE=1 SV=6	sp|Q00839|HNRPU_HUMAN	91 kDa	21	6	skmes_mg132_af1521.adpr.msbio	Q00839	3192	-15	-0.714285714285714	91	21.010989010989	6.01098901098901	0.286087866108787	0.286054259876249	HNRNPU
HNRNPUL1	Heterogeneous nuclear ribonucleoprotein U-like protein 1 OS=Homo sapiens GN=HNRNPUL1 PE=1 SV=2	sp|Q9BUJ2|HNRL1_HUMAN	96 kDa	3	0	skmes_mg132_af1521.adpr.msbio	Q9BUJ2	11100	-3	-1	96	3.01041666666667	0.0104166666666667	0.00346020761245675	0.00332225913621263	HNRNPUL1
HPRT1	Hypoxanthine-guanine phosphoribosyltransferase OS=Homo sapiens GN=HPRT1 PE=1 SV=2	sp|P00492|HPRT_HUMAN	25 kDa	2	0	skmes_mg132_af1521.adpr.msbio	P00492	3251	-2	-1	25	2.04	0.04	0.0196078431372549	0.00497512437810945	HPRT1
HRNR	Hornerin OS=Homo sapiens GN=HRNR PE=1 SV=2	sp|Q86YZ3|HORN_HUMAN	282 kDa	45	38	skmes_mg132_af1521.adpr.msbio	Q86YZ3	388697	-7	-0.155555555555556	282	45.0035460992908	38.0035460992908	0.844456701599559	0.84447900466563	HRNR
HSD17B10	3-hydroxyacyl-CoA dehydrogenase type-2 OS=Homo sapiens GN=HSD17B10 PE=1 SV=3	sp|Q99714|HCD2_HUMAN	27 kDa	12	0	skmes_mg132_af1521.adpr.msbio	Q99714	3028	-12	-1	27	12.037037037037	0.037037037037037	0.00307692307692308	0.000832639467110741	HSD17B10
HSF2BP	Heat shock factor 2-binding protein OS=Homo sapiens GN=HSF2BP PE=1 SV=1	sp|O75031|HSF2B_HUMAN	38 kDa	0	2	skmes_mg132_af1521.adpr.msbio	O75031	11077	2	1	38	0.0263157894736842	2.02631578947368	77	201	HSF2BP
HSP90AA1	Heat shock protein HSP 90-alpha OS=Homo sapiens GN=HSP90AA1 PE=1 SV=5	sp|P07900|HS90A_HUMAN	85 kDa	113	41	skmes_mg132_af1521.adpr.msbio	P07900	3320	-72	-0.63716814159292	85	113.011764705882	41.0117647058824	0.362898188632105	0.362888239978763	HSP90AA1
HSP90AB1	Heat shock protein HSP 90-beta OS=Homo sapiens GN=HSP90AB1 PE=1 SV=4	sp|P08238|HS90B_HUMAN	83 kDa	105	42	skmes_mg132_af1521.adpr.msbio	P08238	3326	-63	-0.6	83	105.012048192771	42.0120481927711	0.400068838916934	0.400057137415484	HSP90AB1
HSP90B1	Endoplasmin OS=Homo sapiens GN=HSP90B1 PE=1 SV=1	sp|P14625|ENPL_HUMAN	92 kDa	27	0	skmes_mg132_af1521.adpr.msbio	P14625	7184	-27	-1	92	27.0108695652174	0.0108695652173913	0.000402414486921529	0.000370233246945576	HSP90B1
HSPA1B	Heat shock 70 kDa protein 1B OS=Homo sapiens GN=HSPA1B PE=1 SV=1	sp|P0DMV9|HS71B_HUMAN (+1)	70 kDa	175	104	skmes_mg132_af1521.adpr.msbio	P0DMV9	3304	-71	-0.405714285714286	70	175.014285714286	104.014285714286	0.594318831115827	0.594308896634478	HSPA1B
HSPA5	78 kDa glucose-regulated protein OS=Homo sapiens GN=HSPA5 PE=1 SV=2	sp|P11021|GRP78_HUMAN	72 kDa	39	16	skmes_mg132_af1521.adpr.msbio	P11021	3309	-23	-0.58974358974359	72	39.0138888888889	16.0138888888889	0.410466358134567	0.410407587798001	HSPA5
HSPA8	Heat shock cognate 71 kDa protein OS=Homo sapiens GN=HSPA8 PE=1 SV=1	sp|P11142|HSP7C_HUMAN	71 kDa	129	81	skmes_mg132_af1521.adpr.msbio	P11142	3312	-48	-0.372093023255814	71	129.014084507042	81.0140845070423	0.627947598253275	0.627935818928765	HSPA8
HSPA9	Stress-70 protein, mitochondrial OS=Homo sapiens GN=HSPA9 PE=1 SV=2	sp|P38646|GRP75_HUMAN	74 kDa	6	0	skmes_mg132_af1521.adpr.msbio	P38646	3313	-6	-1	74	6.01351351351351	0.0135135135135135	0.00224719101123596	0.00166389351081531	HSPA9
HSPB1	Heat shock protein beta-1 OS=Homo sapiens GN=HSPB1 PE=1 SV=2	sp|P04792|HSPB1_HUMAN	23 kDa	16	9	skmes_mg132_af1521.adpr.msbio	P04792	3315	-7	-0.4375	23	16.0434782608696	9.04347826086956	0.563685636856369	0.562773266708307	HSPB1
HSPD1	60 kDa heat shock protein, mitochondrial OS=Homo sapiens GN=HSPD1 PE=1 SV=2	sp|P10809|CH60_HUMAN	61 kDa	88	76	skmes_mg132_af1521.adpr.msbio	P10809	3329	-12	-0.136363636363636	61	88.016393442623	76.016393442623	0.863661761966847	0.863651857743438	HSPD1
HSPE1	10 kDa heat shock protein, mitochondrial OS=Homo sapiens GN=HSPE1 PE=1 SV=2	sp|P61604|CH10_HUMAN	11 kDa	7	10	skmes_mg132_af1521.adpr.msbio	P61604	3336	3	0.3	11	7.09090909090909	10.0909090909091	1.42307692307692	1.42796005706134	HSPE1
HSPG2	Basement membrane-specific heparan sulfate proteoglycan core protein OS=Homo sapiens GN=HSPG2 PE=1 SV=4	sp|P98160|PGBM_HUMAN	469 kDa	6	0	skmes_mg132_af1521.adpr.msbio	P98160	3339	-6	-1	469	6.00213219616205	0.00213219616204691	0.000355239786856128	0.00166389351081531	HSPG2
HSPH1	Heat shock protein 105 kDa OS=Homo sapiens GN=HSPH1 PE=1 SV=1	sp|Q92598|HS105_HUMAN	97 kDa	5	2	skmes_mg132_af1521.adpr.msbio	Q92598	10808	-3	-0.6	97	5.01030927835052	2.01030927835052	0.401234567901235	0.401197604790419	HSPH1
HTATSF1	HIV Tat-specific factor 1 OS=Homo sapiens GN=HTATSF1 PE=1 SV=1	sp|O43719|HTSF1_HUMAN	86 kDa	29	25	skmes_mg132_af1521.adpr.msbio	O43719	27336	-4	-0.137931034482759	86	29.0116279069767	25.0116279069767	0.862124248496994	0.862116511547742	HTATSF1
HUWE1	E3 ubiquitin-protein ligase HUWE1 OS=Homo sapiens GN=HUWE1 PE=1 SV=3	sp|Q7Z6Z7|HUWE1_HUMAN	482 kDa	12	2	skmes_mg132_af1521.adpr.msbio	Q7Z6Z7	10075	-10	-0.833333333333333	482	12.0020746887967	2.00207468879668	0.166810717372515	0.167360532889259	HUWE1
IARS	Isoleucine--tRNA ligase, cytoplasmic OS=Homo sapiens GN=IARS PE=1 SV=2	sp|P41252|SYIC_HUMAN	145 kDa	27	4	skmes_mg132_af1521.adpr.msbio	P41252	3376	-23	-0.851851851851852	145	27.0068965517241	4.00689655172414	0.148365679264556	0.148463532025176	IARS1
IFI16	Gamma-interferon-inducible protein 16 OS=Homo sapiens GN=IFI16 PE=1 SV=3	sp|Q16666|IF16_HUMAN	88 kDa	2	0	skmes_mg132_af1521.adpr.msbio	Q16666	3428	-2	-1	88	2.01136363636364	0.0113636363636364	0.00564971751412429	0.00497512437810945	IFI16
IFT172	Intraflagellar transport protein 172 homolog OS=Homo sapiens GN=IFT172 PE=1 SV=2	sp|Q9UG01|IF172_HUMAN	198 kDa	8	3	skmes_mg132_af1521.adpr.msbio	Q9UG01	26160	-5	-0.625	198	8.00505050505051	3.00505050505051	0.375394321766562	0.375780274656679	IFT172
IGF2BP1	Insulin-like growth factor 2 mRNA-binding protein 1 OS=Homo sapiens GN=IGF2BP1 PE=1 SV=2	sp|Q9NZI8|IF2B1_HUMAN	63 kDa	7	0	skmes_mg132_af1521.adpr.msbio	Q9NZI8	10642	-7	-1	63	7.01587301587302	0.0158730158730159	0.00226244343891403	0.0014265335235378	IGF2BP1
IGF2BP2	Insulin-like growth factor 2 mRNA-binding protein 2 OS=Homo sapiens GN=IGF2BP2 PE=1 SV=2	sp|Q9Y6M1|IF2B2_HUMAN	66 kDa	12	5	skmes_mg132_af1521.adpr.msbio	Q9Y6M1	10644	-7	-0.583333333333333	66	12.0151515151515	5.01515151515152	0.417402269861286	0.417152373022481	IGF2BP2
IGF2BP3	Insulin-like growth factor 2 mRNA-binding protein 3 OS=Homo sapiens GN=IGF2BP3 PE=1 SV=2	sp|O00425|IF2B3_HUMAN	64 kDa	25	13	skmes_mg132_af1521.adpr.msbio	O00425	10643	-12	-0.48	64	25.015625	13.015625	0.520299812617114	0.520191923230708	IGF2BP3
IGF2R	Cation-independent mannose-6-phosphate receptor OS=Homo sapiens GN=IGF2R PE=1 SV=3	sp|P11717|MPRI_HUMAN	274 kDa	19	0	skmes_mg132_af1521.adpr.msbio	P11717	3482	-19	-1	274	19.0036496350365	0.00364963503649635	0.000192049164586134	0.000526038926880589	IGF2R
IGHG2	Immunoglobulin heavy constant gamma 2 OS=Homo sapiens GN=IGHG2 PE=1 SV=2	sp|P01859|IGHG2_HUMAN	36 kDa	0	2	skmes_mg132_af1521.adpr.msbio	P01859	3501	2	1	36	0.0277777777777778	2.02777777777778	73	201	IGHG2
IK	Protein Red OS=Homo sapiens GN=IK PE=1 SV=3	sp|Q13123|RED_HUMAN	66 kDa	8	6	skmes_mg132_af1521.adpr.msbio	Q13123	3550	-2	-0.25	66	8.01515151515152	6.01515151515152	0.750472589792061	0.750312109862672	IK
ILF3	Interleukin enhancer-binding factor 3 OS=Homo sapiens GN=ILF3 PE=1 SV=3	sp|Q12906|ILF3_HUMAN	95 kDa	6	0	skmes_mg132_af1521.adpr.msbio	Q12906	3609	-6	-1	95	6.01052631578947	0.0105263157894737	0.00175131348511384	0.00166389351081531	ILF3
ILVBL	Acetolactate synthase-like protein OS=Homo sapiens GN=ILVBL PE=1 SV=2	sp|A1L0T0|ILVBL_HUMAN	68 kDa	2	0	skmes_mg132_af1521.adpr.msbio	A1L0T0	10994	-2	-1	68	2.01470588235294	0.0147058823529412	0.0072992700729927	0.00497512437810945	ILVBL
INPPL1	Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 2 OS=Homo sapiens GN=INPPL1 PE=1 SV=2	sp|O15357|SHIP2_HUMAN	139 kDa	4	0	skmes_mg132_af1521.adpr.msbio	O15357	3636	-4	-1	139	4.00719424460432	0.00719424460431655	0.00179533213644524	0.00249376558603491	INPPL1
INTS1	Integrator complex subunit 1 OS=Homo sapiens GN=INTS1 PE=1 SV=2	sp|Q8N201|INT1_HUMAN	244 kDa	3	0	skmes_mg132_af1521.adpr.msbio	Q8N201	26173	-3	-1	244	3.00409836065574	0.00409836065573771	0.00136425648021828	0.00332225913621263	INTS1
INTS3	Integrator complex subunit 3 OS=Homo sapiens GN=INTS3 PE=1 SV=1	sp|Q68E01|INT3_HUMAN	118 kDa	2	0	skmes_mg132_af1521.adpr.msbio	Q68E01	65123	-2	-1	118	2.00847457627119	0.00847457627118644	0.00421940928270042	0.00497512437810945	INTS3
IPO4	Importin-4 OS=Homo sapiens GN=IPO4 PE=1 SV=2	sp|Q8TEX9|IPO4_HUMAN	119 kDa	3	0	skmes_mg132_af1521.adpr.msbio	Q8TEX9	79711	-3	-1	119	3.00840336134454	0.00840336134453781	0.00279329608938547	0.00332225913621263	IPO4
IPO5	Importin-5 OS=Homo sapiens GN=IPO5 PE=1 SV=4	sp|O00410|IPO5_HUMAN	124 kDa	4	0	skmes_mg132_af1521.adpr.msbio	O00410	3843	-4	-1	124	4.00806451612903	0.00806451612903226	0.00201207243460765	0.00249376558603491	IPO5
IPO7	Importin-7 OS=Homo sapiens GN=IPO7 PE=1 SV=1	sp|O95373|IPO7_HUMAN	120 kDa	5	0	skmes_mg132_af1521.adpr.msbio	O95373	10527	-5	-1	120	5.00833333333333	0.00833333333333333	0.00166389351081531	0.00199600798403194	IPO7
IPO9	Importin-9 OS=Homo sapiens GN=IPO9 PE=1 SV=3	sp|Q96P70|IPO9_HUMAN	116 kDa	2	0	skmes_mg132_af1521.adpr.msbio	Q96P70	55705	-2	-1	116	2.00862068965517	0.00862068965517241	0.00429184549356223	0.00497512437810945	IPO9
IQGAP1	Ras GTPase-activating-like protein IQGAP1 OS=Homo sapiens GN=IQGAP1 PE=1 SV=1	sp|P46940|IQGA1_HUMAN	189 kDa	137	152	skmes_mg132_af1521.adpr.msbio	P46940	8826	15	0.0986842105263158	189	137.005291005291	152.005291005291	1.10948482273886	1.10948105977666	IQGAP1
IRS2	Insulin receptor substrate 2 OS=Homo sapiens GN=IRS2 PE=1 SV=2	sp|Q9Y4H2|IRS2_HUMAN	137 kDa	3	5	skmes_mg132_af1521.adpr.msbio	Q9Y4H2	8660	2	0.4	137	3.00729927007299	5.00729927007299	1.66504854368932	1.66445182724253	IRS2
ITGA2	Integrin alpha-2 OS=Homo sapiens GN=ITGA2 PE=1 SV=1	sp|P17301|ITA2_HUMAN	129 kDa	8	7	skmes_mg132_af1521.adpr.msbio	P17301	3673	-1	-0.125	129	8.0077519379845	7.0077519379845	0.875121006776379	0.875156054931336	ITGA2
ITGA3	Integrin alpha-3 OS=Homo sapiens GN=ITGA3 PE=1 SV=5	sp|P26006|ITA3_HUMAN	117 kDa	10	4	skmes_mg132_af1521.adpr.msbio	P26006	3675	-6	-0.6	117	10.008547008547	4.00854700854701	0.400512382578992	0.400599400599401	ITGA3
ITGAV	Integrin alpha-V OS=Homo sapiens GN=ITGAV PE=1 SV=2	sp|P06756|ITAV_HUMAN	116 kDa	3	0	skmes_mg132_af1521.adpr.msbio	P06756	3685	-3	-1	116	3.00862068965517	0.00862068965517241	0.00286532951289398	0.00332225913621263	ITGAV
ITGB1	Integrin beta-1 OS=Homo sapiens GN=ITGB1 PE=1 SV=2	sp|P05556|ITB1_HUMAN	88 kDa	14	6	skmes_mg132_af1521.adpr.msbio	P05556	3688	-8	-0.571428571428571	88	14.0113636363636	6.01136363636364	0.429034874290349	0.428979300499643	ITGB1
JAK1	Tyrosine-protein kinase JAK1 OS=Homo sapiens GN=JAK1 PE=1 SV=2	sp|P23458|JAK1_HUMAN	133 kDa	15	9	skmes_mg132_af1521.adpr.msbio	P23458	3716	-6	-0.4	133	15.0075187969925	9.00751879699248	0.600200400801603	0.600266489007328	JAK1
JUP	Junction plakoglobin OS=Homo sapiens GN=JUP PE=1 SV=3	sp|P14923|PLAK_HUMAN	82 kDa	31	49	skmes_mg132_af1521.adpr.msbio	P14923	3728	18	0.36734693877551	82	31.0121951219512	49.0121951219512	1.58041683051514	1.58045791680103	JUP
KARS	Lysine--tRNA ligase OS=Homo sapiens GN=KARS PE=1 SV=3	sp|Q15046|SYK_HUMAN	68 kDa	3	0	skmes_mg132_af1521.adpr.msbio	Q15046	3735	-3	-1	68	3.01470588235294	0.0147058823529412	0.0048780487804878	0.00332225913621263	KARS1
KHSRP	Far upstream element-binding protein 2 OS=Homo sapiens GN=KHSRP PE=1 SV=4	sp|Q92945|FUBP2_HUMAN	73 kDa	10	9	skmes_mg132_af1521.adpr.msbio	Q92945	8570	-1	-0.1	73	10.013698630137	9.01369863013699	0.900136798905609	0.9000999000999	KHSRP
KIF5B	Kinesin-1 heavy chain OS=Homo sapiens GN=KIF5B PE=1 SV=1	sp|P33176|KINH_HUMAN	110 kDa	10	0	skmes_mg132_af1521.adpr.msbio	P33176	3799	-10	-1	110	10.0090909090909	0.00909090909090909	0.000908265213442325	0.000999000999000999	KIF5B
KPNA2	Importin subunit alpha-1 OS=Homo sapiens GN=KPNA2 PE=1 SV=1	sp|P52292|IMA1_HUMAN	58 kDa	4	0	skmes_mg132_af1521.adpr.msbio	P52292	3838	-4	-1	58	4.01724137931035	0.0172413793103448	0.00429184549356223	0.00249376558603491	KPNA2
KPNB1	Importin subunit beta-1 OS=Homo sapiens GN=KPNB1 PE=1 SV=2	sp|Q14974|IMB1_HUMAN	97 kDa	27	9	skmes_mg132_af1521.adpr.msbio	Q14974	3837	-18	-0.666666666666667	97	27.0103092783505	9.01030927835052	0.333587786259542	0.333580155497964	KPNB1
KPRP	Keratinocyte proline-rich protein OS=Homo sapiens GN=KPRP PE=1 SV=1	sp|Q5T749|KPRP_HUMAN	64 kDa	28	42	skmes_mg132_af1521.adpr.msbio	Q5T749	448834	14	0.333333333333333	64	28.015625	42.015625	1.49972113775795	1.49982149232417	KPRP
KRCC1	Lysine-rich coiled-coil protein 1 OS=Homo sapiens GN=KRCC1 PE=2 SV=1	sp|Q9NPI7|KRCC1_HUMAN	31 kDa	3	0	skmes_mg132_af1521.adpr.msbio	Q9NPI7	51315	-3	-1	31	3.03225806451613	0.032258064516129	0.0106382978723404	0.00332225913621263	KRCC1
KRT1	Keratin, type II cytoskeletal 1 OS=Homo sapiens GN=KRT1 PE=1 SV=6	sp|P04264|K2C1_HUMAN	66 kDa	391	514	skmes_mg132_af1521.adpr.msbio	P04264	3848	123	0.239299610894942	66	391.015151515152	514.015151515152	1.31456581547642	1.31456995984757	KRT1
KRT18	Keratin, type I cytoskeletal 18 OS=Homo sapiens GN=KRT18 PE=1 SV=2	sp|P05783|K1C18_HUMAN	48 kDa	4	0	skmes_mg132_af1521.adpr.msbio	P05783	3875	-4	-1	48	4.02083333333333	0.0208333333333333	0.00518134715025907	0.00249376558603491	KRT18
KRT6B	Keratin, type II cytoskeletal 6B OS=Homo sapiens GN=KRT6B PE=1 SV=5	sp|P04259|K2C6B_HUMAN	60 kDa	0	38	skmes_mg132_af1521.adpr.msbio	P04259	3854	38	1	60	0.0166666666666667	38.0166666666667	2281	3801	KRT6B
KRT9	Keratin, type I cytoskeletal 9 OS=Homo sapiens GN=KRT9 PE=1 SV=3	sp|P35527|K1C9_HUMAN	62 kDa	220	248	skmes_mg132_af1521.adpr.msbio	P35527	3857	28	0.112903225806452	62	220.016129032258	248.016129032258	1.12726339711165	1.12726694241171	KRT9
KRTAP13-2	Keratin-associated protein 13-2 OS=Homo sapiens GN=KRTAP13-2 PE=1 SV=1	sp|Q52LG2|KR132_HUMAN	19 kDa	0	2	skmes_mg132_af1521.adpr.msbio	Q52LG2	337959	2	1	19	0.0526315789473684	2.05263157894737	39	201	KRTAP13-2
KTN1	Kinectin OS=Homo sapiens GN=KTN1 PE=1 SV=1	sp|Q86UP2|KTN1_HUMAN	156 kDa	16	8	skmes_mg132_af1521.adpr.msbio	Q86UP2	3895	-8	-0.5	156	16.0064102564103	8.00641025641026	0.500200240288346	0.500312304809494	KTN1
L1RE1	LINE-1 retrotransposable element ORF1 protein OS=Homo sapiens GN=L1RE1 PE=1 SV=1	sp|Q9UN81|LORF1_HUMAN	40 kDa	4	0	skmes_mg132_af1521.adpr.msbio	Q9UN81	4029	-4	-1	40	4.025	0.025	0.0062111801242236	0.00249376558603491	NA
LAMB2	Laminin subunit beta-2 OS=Homo sapiens GN=LAMB2 PE=1 SV=2	sp|P55268|LAMB2_HUMAN	196 kDa	17	0	skmes_mg132_af1521.adpr.msbio	P55268	3913	-17	-1	196	17.0051020408163	0.00510204081632653	0.0003000300030003	0.000587889476778366	LAMB2
LAMB3	Laminin subunit beta-3 OS=Homo sapiens GN=LAMB3 PE=1 SV=1	sp|Q13751|LAMB3_HUMAN	130 kDa	78	10	skmes_mg132_af1521.adpr.msbio	Q13751	3914	-68	-0.871794871794872	130	78.0076923076923	10.0076923076923	0.128291095552707	0.128316882450968	LAMB3
LAMC1	Laminin subunit gamma-1 OS=Homo sapiens GN=LAMC1 PE=1 SV=3	sp|P11047|LAMC1_HUMAN	178 kDa	3	0	skmes_mg132_af1521.adpr.msbio	P11047	3915	-3	-1	178	3.00561797752809	0.00561797752808989	0.00186915887850467	0.00332225913621263	LAMC1
LAMC2	Laminin subunit gamma-2 OS=Homo sapiens GN=LAMC2 PE=1 SV=2	sp|Q13753|LAMC2_HUMAN	131 kDa	4	0	skmes_mg132_af1521.adpr.msbio	Q13753	3918	-4	-1	131	4.00763358778626	0.00763358778625954	0.0019047619047619	0.00249376558603491	LAMC2
LAMP1	Lysosome-associated membrane glycoprotein 1 OS=Homo sapiens GN=LAMP1 PE=1 SV=3	sp|P11279|LAMP1_HUMAN	45 kDa	6	2	skmes_mg132_af1521.adpr.msbio	P11279	3916	-4	-0.666666666666667	45	6.02222222222222	2.02222222222222	0.335793357933579	0.334442595673877	LAMP1
LAMP2	Lysosome-associated membrane glycoprotein 2 OS=Homo sapiens GN=LAMP2 PE=1 SV=2	sp|P13473|LAMP2_HUMAN	45 kDa	0	3	skmes_mg132_af1521.adpr.msbio	P13473	3920	3	1	45	0.0222222222222222	3.02222222222222	136	301	LAMP2
