genename	protein_desc	Accession_Number	Molecular_Weight	NCIH1373.AF1521.DMSO_SpC	NCIH1373.AF1521.RBN011364_SpC	label	uniprotswissprot	entrez.id	spc.trt_ctrl.delta	spc.ctrl_fraction_delta	molweight	ctrl.binding	trt.binding	trt.fc.binding	trt.fc	gene.symbol.xref
HIST1H2BL	Histone H2B type 1-L OS=Homo sapiens GN=HIST1H2BL PE=1 SV=3	sp|Q99880|H2B1L_HUMAN	14 kDa	36	21	ncih1373_af1521.adpr.msbio	Q99880	8340	-15	-0.416666666666667	14	36.0714285714286	21.0714285714286	0.584158415841584	0.583449041932797	H2BC13
HIST1H3A	Histone H3.1 OS=Homo sapiens GN=HIST1H3A PE=1 SV=2	sp|P68431|H31_HUMAN (+2)	15 kDa	24	11	ncih1373_af1521.adpr.msbio	P68431	8350	-13	-0.541666666666667	15	24.0666666666667	11.0666666666667	0.45983379501385	0.458558933777593	H3C1
HIST1H4A	Histone H4 OS=Homo sapiens GN=HIST1H4A PE=1 SV=2	sp|P62805|H4_HUMAN	11 kDa	25	17	ncih1373_af1521.adpr.msbio	P62805	8359	-8	-0.32	11	25.0909090909091	17.0909090909091	0.681159420289855	0.680127948820472	H4C1
HIST2H2AB	Histone H2A type 2-B OS=Homo sapiens GN=HIST2H2AB PE=1 SV=3	sp|Q8IUE6|H2A2B_HUMAN	14 kDa	7	0	ncih1373_af1521.adpr.msbio	Q8IUE6	317772	-7	-1	14	7.07142857142857	0.0714285714285714	0.0101010101010101	0.0014265335235378	H2AC21
HK1	Hexokinase-1 OS=Homo sapiens GN=HK1 PE=1 SV=3	sp|P19367|HXK1_HUMAN	102 kDa	14	3	ncih1373_af1521.adpr.msbio	P19367	3098	-11	-0.785714285714286	102	14.0098039215686	3.00980392156863	0.214835549335199	0.214846538187009	HK1
HK2	Hexokinase-2 OS=Homo sapiens GN=HK2 PE=1 SV=2	sp|P52789|HXK2_HUMAN	102 kDa	16	0	ncih1373_af1521.adpr.msbio	P52789	3099	-16	-1	102	16.0098039215686	0.00980392156862745	0.000612369871402327	0.000624609618988132	HK2
HLTF	Helicase-like transcription factor OS=Homo sapiens GN=HLTF PE=1 SV=2	sp|Q14527|HLTF_HUMAN	114 kDa	17	4	ncih1373_af1521.adpr.msbio	Q14527	6596	-13	-0.764705882352941	114	17.0087719298246	4.00877192982456	0.235688499226405	0.235743680188125	HLTF
HMGA1	High mobility group protein HMG-I/HMG-Y OS=Homo sapiens GN=HMGA1 PE=1 SV=3	sp|P17096|HMGA1_HUMAN	12 kDa	29	34	ncih1373_af1521.adpr.msbio	P17096	3159	5	0.147058823529412	12	29.0833333333333	34.0833333333333	1.17191977077364	1.17235436056532	HMGA1
HMGA2	High mobility group protein HMGI-C OS=Homo sapiens GN=HMGA2 PE=1 SV=1	sp|P52926|HMGA2_HUMAN	12 kDa	2	2	ncih1373_af1521.adpr.msbio	P52926	8091	0	0	12	2.08333333333333	2.08333333333333	1	1	HMGA2
HMGB1	High mobility group protein B1 OS=Homo sapiens GN=HMGB1 PE=1 SV=3	sp|P09429|HMGB1_HUMAN	25 kDa	20	20	ncih1373_af1521.adpr.msbio	P09429	3146	0	0	25	20.04	20.04	1	1	HMGB1
HMGB2	High mobility group protein B2 OS=Homo sapiens GN=HMGB2 PE=1 SV=2	sp|P26583|HMGB2_HUMAN	24 kDa	35	37	ncih1373_af1521.adpr.msbio	P26583	3148	2	0.0540540540540541	24	35.0416666666667	37.0416666666667	1.05707491082045	1.05712653527564	HMGB2
HMGB3	High mobility group protein B3 OS=Homo sapiens GN=HMGB3 PE=1 SV=4	sp|O15347|HMGB3_HUMAN	23 kDa	6	6	ncih1373_af1521.adpr.msbio	O15347	3149	0	0	23	6.04347826086957	6.04347826086957	1	1	HMGB3
HMGN1	Non-histone chromosomal protein HMG-14 OS=Homo sapiens GN=HMGN1 PE=1 SV=3	sp|P05114|HMGN1_HUMAN	11 kDa	4	2	ncih1373_af1521.adpr.msbio	P05114	3150	-2	-0.5	11	4.09090909090909	2.09090909090909	0.511111111111111	0.501246882793017	HMGN1
HMGN2	Non-histone chromosomal protein HMG-17 OS=Homo sapiens GN=HMGN2 PE=1 SV=3	sp|P05204|HMGN2_HUMAN	9 kDa	19	18	ncih1373_af1521.adpr.msbio	P05204	3151	-1	-0.0526315789473684	9	19.1111111111111	18.1111111111111	0.947674418604651	0.947396107311941	HMGN2
HMGN4	High mobility group nucleosome-binding domain-containing protein 4 OS=Homo sapiens GN=HMGN4 PE=1 SV=3	sp|O00479|HMGN4_HUMAN	10 kDa	10	14	ncih1373_af1521.adpr.msbio	O00479	10473	4	0.285714285714286	10	10.1	14.1	1.3960396039604	1.3996003996004	HMGN4
HNRNPA1	Heterogeneous nuclear ribonucleoprotein A1 OS=Homo sapiens GN=HNRNPA1 PE=1 SV=5	sp|P09651|ROA1_HUMAN	39 kDa	37	10	ncih1373_af1521.adpr.msbio	P09651	3178	-27	-0.72972972972973	39	37.025641025641	10.025641025641	0.270775623268698	0.270467441232099	HNRNPA1
HNRNPA2B1	Heterogeneous nuclear ribonucleoproteins A2/B1 OS=Homo sapiens GN=HNRNPA2B1 PE=1 SV=2	sp|P22626|ROA2_HUMAN	37 kDa	33	18	ncih1373_af1521.adpr.msbio	P22626	3181	-15	-0.454545454545455	37	33.027027027027	18.027027027027	0.54582651391162	0.545592244774311	HNRNPA2B1
HNRNPA3	Heterogeneous nuclear ribonucleoprotein A3 OS=Homo sapiens GN=HNRNPA3 PE=1 SV=2	sp|P51991|ROA3_HUMAN	40 kDa	12	4	ncih1373_af1521.adpr.msbio	P51991	220988	-8	-0.666666666666667	40	12.025	4.025	0.334719334719335	0.333888426311407	HNRNPA3
HNRNPAB	Heterogeneous nuclear ribonucleoprotein A/B OS=Homo sapiens GN=HNRNPAB PE=1 SV=2	sp|Q99729|ROAA_HUMAN	36 kDa	3	0	ncih1373_af1521.adpr.msbio	Q99729	3182	-3	-1	36	3.02777777777778	0.0277777777777778	0.00917431192660551	0.00332225913621263	HNRNPAB
HNRNPC	Heterogeneous nuclear ribonucleoproteins C1/C2 OS=Homo sapiens GN=HNRNPC PE=1 SV=4	sp|P07910|HNRPC_HUMAN	34 kDa	22	10	ncih1373_af1521.adpr.msbio	P07910	3183	-12	-0.545454545454545	34	22.0294117647059	10.0294117647059	0.455273698264352	0.454793275783735	HNRNPC
HNRNPD	Heterogeneous nuclear ribonucleoprotein D0 OS=Homo sapiens GN=HNRNPD PE=1 SV=1	sp|Q14103|HNRPD_HUMAN	38 kDa	8	5	ncih1373_af1521.adpr.msbio	Q14103	3184	-3	-0.375	38	8.02631578947368	5.02631578947368	0.626229508196721	0.625468164794007	HNRNPD
HNRNPF	Heterogeneous nuclear ribonucleoprotein F OS=Homo sapiens GN=HNRNPF PE=1 SV=3	sp|P52597|HNRPF_HUMAN	46 kDa	15	6	ncih1373_af1521.adpr.msbio	P52597	3185	-9	-0.6	46	15.0217391304348	6.02173913043478	0.400868306801737	0.400399733510993	HNRNPF
HNRNPH1	Heterogeneous nuclear ribonucleoprotein H OS=Homo sapiens GN=HNRNPH1 PE=1 SV=4	sp|P31943|HNRH1_HUMAN	49 kDa	24	12	ncih1373_af1521.adpr.msbio	P31943	3187	-12	-0.5	49	24.0204081632653	12.0204081632653	0.500424808836024	0.500208246563932	HNRNPH1
HNRNPH2	Heterogeneous nuclear ribonucleoprotein H2 OS=Homo sapiens GN=HNRNPH2 PE=1 SV=1	sp|P55795|HNRH2_HUMAN	49 kDa	20	0	ncih1373_af1521.adpr.msbio	P55795	3188	-20	-1	49	20.0204081632653	0.0204081632653061	0.00101936799184506	0.000499750124937531	HNRNPH2
HNRNPH3	Heterogeneous nuclear ribonucleoprotein H3 OS=Homo sapiens GN=HNRNPH3 PE=1 SV=2	sp|P31942|HNRH3_HUMAN	37 kDa	6	0	ncih1373_af1521.adpr.msbio	P31942	3189	-6	-1	37	6.02702702702703	0.027027027027027	0.00448430493273543	0.00166389351081531	HNRNPH3
HNRNPK	Heterogeneous nuclear ribonucleoprotein K OS=Homo sapiens GN=HNRNPK PE=1 SV=1	sp|P61978|HNRPK_HUMAN	51 kDa	31	18	ncih1373_af1521.adpr.msbio	P61978	3190	-13	-0.419354838709677	51	31.0196078431373	18.0196078431373	0.580910240202276	0.580780393421477	HNRNPK
HNRNPL	Heterogeneous nuclear ribonucleoprotein L OS=Homo sapiens GN=HNRNPL PE=1 SV=2	sp|P14866|HNRPL_HUMAN	64 kDa	19	3	ncih1373_af1521.adpr.msbio	P14866	3191	-16	-0.842105263157895	64	19.015625	3.015625	0.158586688578472	0.158337716991057	HNRNPL
HNRNPM	Heterogeneous nuclear ribonucleoprotein M OS=Homo sapiens GN=HNRNPM PE=1 SV=3	sp|P52272|HNRPM_HUMAN	78 kDa	44	18	ncih1373_af1521.adpr.msbio	P52272	4670	-26	-0.590909090909091	78	44.0128205128205	18.0128205128205	0.40926303524614	0.409225176096342	HNRNPM
HNRNPR	Heterogeneous nuclear ribonucleoprotein R OS=Homo sapiens GN=HNRNPR PE=1 SV=1	sp|O43390|HNRPR_HUMAN	71 kDa	14	0	ncih1373_af1521.adpr.msbio	O43390	10236	-14	-1	71	14.0140845070423	0.0140845070422535	0.00100502512562814	0.000713775874375446	HNRNPR
HNRNPU	Heterogeneous nuclear ribonucleoprotein U OS=Homo sapiens GN=HNRNPU PE=1 SV=6	sp|Q00839|HNRPU_HUMAN	91 kDa	39	19	ncih1373_af1521.adpr.msbio	Q00839	3192	-20	-0.512820512820513	91	39.010989010989	19.010989010989	0.487323943661972	0.487310945911305	HNRNPU
HNRNPUL1	Heterogeneous nuclear ribonucleoprotein U-like protein 1 OS=Homo sapiens GN=HNRNPUL1 PE=1 SV=2	sp|Q9BUJ2|HNRL1_HUMAN	96 kDa	14	3	ncih1373_af1521.adpr.msbio	Q9BUJ2	11100	-11	-0.785714285714286	96	14.0104166666667	3.01041666666667	0.214869888475836	0.214846538187009	HNRNPUL1
HNRNPUL2	Heterogeneous nuclear ribonucleoprotein U-like protein 2 OS=Homo sapiens GN=HNRNPUL2 PE=1 SV=1	sp|Q1KMD3|HNRL2_HUMAN	85 kDa	8	0	ncih1373_af1521.adpr.msbio	Q1KMD3	221092	-8	-1	85	8.01176470588235	0.0117647058823529	0.00146842878120411	0.00124843945068664	HNRNPUL2
HRNR	Hornerin OS=Homo sapiens GN=HRNR PE=1 SV=2	sp|Q86YZ3|HORN_HUMAN	282 kDa	74	64	ncih1373_af1521.adpr.msbio	Q86YZ3	388697	-10	-0.135135135135135	282	74.0035460992908	64.0035460992908	0.864871340265466	0.864883123902175	HRNR
HSD17B12	Very-long-chain 3-oxoacyl-CoA reductase OS=Homo sapiens GN=HSD17B12 PE=1 SV=2	sp|Q53GQ0|DHB12_HUMAN	34 kDa	2	0	ncih1373_af1521.adpr.msbio	Q53GQ0	51144	-2	-1	34	2.02941176470588	0.0294117647058824	0.0144927536231884	0.00497512437810945	HSD17B12
HSP90AA1	Heat shock protein HSP 90-alpha OS=Homo sapiens GN=HSP90AA1 PE=1 SV=5	sp|P07900|HS90A_HUMAN	85 kDa	58	52	ncih1373_af1521.adpr.msbio	P07900	3320	-6	-0.103448275862069	85	58.0117647058824	52.0117647058824	0.896572703305618	0.896569556972936	HSP90AA1
HSP90AB1	Heat shock protein HSP 90-beta OS=Homo sapiens GN=HSP90AB1 PE=1 SV=4	sp|P08238|HS90B_HUMAN	83 kDa	93	87	ncih1373_af1521.adpr.msbio	P08238	3326	-6	-0.0645161290322581	83	93.0120481927711	87.0120481927711	0.935492227979275	0.93549080744006	HSP90AB1
HSP90B1	Endoplasmin OS=Homo sapiens GN=HSP90B1 PE=1 SV=1	sp|P14625|ENPL_HUMAN	92 kDa	6	12	ncih1373_af1521.adpr.msbio	P14625	7184	6	0.5	92	6.01086956521739	12.0108695652174	1.99819168173599	1.99833610648918	HSP90B1
HSPA1A	Heat shock 70 kDa protein 1A OS=Homo sapiens GN=HSPA1A PE=1 SV=1	sp|P0DMV8|HS71A_HUMAN (+1)	70 kDa	82	62	ncih1373_af1521.adpr.msbio	P0DMV8	3303	-20	-0.24390243902439	70	82.0142857142857	62.0142857142857	0.756140045288277	0.756127301548592	HSPA1A
HSPA5	78 kDa glucose-regulated protein OS=Homo sapiens GN=HSPA5 PE=1 SV=2	sp|P11021|GRP78_HUMAN	72 kDa	39	47	ncih1373_af1521.adpr.msbio	P11021	3309	8	0.170212765957447	72	39.0138888888889	47.0138888888889	1.20505517977928	1.20507562163548	HSPA5
HSPA8	Heat shock cognate 71 kDa protein OS=Homo sapiens GN=HSPA8 PE=1 SV=1	sp|P11142|HSP7C_HUMAN	71 kDa	121	92	ncih1373_af1521.adpr.msbio	P11142	3312	-29	-0.239669421487603	71	121.014084507042	92.0140845070423	0.760358472998138	0.760350384265763	HSPA8
HSPA9	"Stress-70 protein, mitochondrial OS=Homo sapiens GN=HSPA9 PE=1 SV=2"	sp|P38646|GRP75_HUMAN	74 kDa	5	3	ncih1373_af1521.adpr.msbio	P38646	3313	-2	-0.4	74	5.01351351351351	3.01351351351351	0.601078167115903	0.600798403193613	HSPA9
HSPB1	Heat shock protein beta-1 OS=Homo sapiens GN=HSPB1 PE=1 SV=2	sp|P04792|HSPB1_HUMAN	23 kDa	15	13	ncih1373_af1521.adpr.msbio	P04792	3315	-2	-0.133333333333333	23	15.0434782608696	13.0434782608696	0.867052023121387	0.866755496335776	HSPB1
HSPD1	"60 kDa heat shock protein, mitochondrial OS=Homo sapiens GN=HSPD1 PE=1 SV=2"	sp|P10809|CH60_HUMAN	61 kDa	56	52	ncih1373_af1521.adpr.msbio	P10809	3329	-4	-0.0714285714285714	61	56.0163934426229	52.0163934426229	0.92859233245537	0.928584181396179	HSPD1
HTATIP2	Oxidoreductase HTATIP2 OS=Homo sapiens GN=HTATIP2 PE=1 SV=2	sp|Q9BUP3|HTAI2_HUMAN	27 kDa	3	2	ncih1373_af1521.adpr.msbio	Q9BUP3	10553	-1	-0.333333333333333	27	3.03703703703704	2.03703703703704	0.670731707317073	0.667774086378737	HTATIP2
HTATSF1	HIV Tat-specific factor 1 OS=Homo sapiens GN=HTATSF1 PE=1 SV=1	sp|O43719|HTSF1_HUMAN	86 kDa	74	59	ncih1373_af1521.adpr.msbio	O43719	27336	-15	-0.202702702702703	86	74.0116279069767	59.0116279069767	0.79732914375491	0.797324685853263	HTATSF1
IARS	"Isoleucine--tRNA ligase, cytoplasmic OS=Homo sapiens GN=IARS PE=1 SV=2"	sp|P41252|SYIC_HUMAN	145 kDa	19	13	ncih1373_af1521.adpr.msbio	P41252	3376	-6	-0.315789473684211	145	19.0068965517241	13.0068965517241	0.684325108853411	0.684376643871646	IARS1
IFI16	Gamma-interferon-inducible protein 16 OS=Homo sapiens GN=IFI16 PE=1 SV=3	sp|Q16666|IF16_HUMAN	88 kDa	2	2	ncih1373_af1521.adpr.msbio	Q16666	3428	0	0	88	2.01136363636364	2.01136363636364	1	1	IFI16
IFIT1	Interferon-induced protein with tetratricopeptide repeats 1 OS=Homo sapiens GN=IFIT1 PE=1 SV=2	sp|P09914|IFIT1_HUMAN	55 kDa	0	11	ncih1373_af1521.adpr.msbio	P09914	3434	11	1	55	0.0181818181818182	11.0181818181818	606	1101	IFIT1
IFIT2	Interferon-induced protein with tetratricopeptide repeats 2 OS=Homo sapiens GN=IFIT2 PE=1 SV=1	sp|P09913|IFIT2_HUMAN	55 kDa	0	4	ncih1373_af1521.adpr.msbio	P09913	3433	4	1	55	0.0181818181818182	4.01818181818182	221	401	IFIT2
IFIT3	Interferon-induced protein with tetratricopeptide repeats 3 OS=Homo sapiens GN=IFIT3 PE=1 SV=1	sp|O14879|IFIT3_HUMAN	56 kDa	0	9	ncih1373_af1521.adpr.msbio	O14879	3437	9	1	56	0.0178571428571429	9.01785714285714	505	901	IFIT3
IGF2BP2	Insulin-like growth factor 2 mRNA-binding protein 2 OS=Homo sapiens GN=IGF2BP2 PE=1 SV=2	sp|Q9Y6M1|IF2B2_HUMAN	66 kDa	0	3	ncih1373_af1521.adpr.msbio	Q9Y6M1	10644	3	1	66	0.0151515151515152	3.01515151515152	199	301	IGF2BP2
IGF2BP3	Insulin-like growth factor 2 mRNA-binding protein 3 OS=Homo sapiens GN=IGF2BP3 PE=1 SV=2	sp|O00425|IF2B3_HUMAN	64 kDa	8	6	ncih1373_af1521.adpr.msbio	O00425	10643	-2	-0.25	64	8.015625	6.015625	0.750487329434698	0.750312109862672	IGF2BP3
IGF2R	Cation-independent mannose-6-phosphate receptor OS=Homo sapiens GN=IGF2R PE=1 SV=3	sp|P11717|MPRI_HUMAN	274 kDa	24	5	ncih1373_af1521.adpr.msbio	P11717	3482	-19	-0.791666666666667	274	24.0036496350365	5.0036496350365	0.20845370229588	0.208663057059558	IGF2R
IGFBP3	Insulin-like growth factor-binding protein 3 OS=Homo sapiens GN=IGFBP3 PE=1 SV=2	sp|P17936|IBP3_HUMAN	32 kDa	0	15	ncih1373_af1521.adpr.msbio	P17936	3486	15	1	32	0.03125	15.03125	481	1501	IGFBP3
IGG1	Immunoglobulin gamma-1 heavy chain OS=Homo sapiens PE=1 SV=1	sp|P0DOX5|IGG1_HUMAN	49 kDa	17	7	ncih1373_af1521.adpr.msbio	P0DOX5	NA	-10	-0.588235294117647	49	17.0204081632653	7.02040816326531	0.412470023980815	0.412110523221634	NA
IGHA1	Immunoglobulin heavy constant alpha 1 OS=Homo sapiens GN=IGHA1 PE=1 SV=2	sp|P01876|IGHA1_HUMAN	38 kDa	0	8	ncih1373_af1521.adpr.msbio	P01876	3493	8	1	38	0.0263157894736842	8.02631578947368	305	801	IGHA1
IGHG4	Immunoglobulin heavy constant gamma 4 OS=Homo sapiens GN=IGHG4 PE=1 SV=1	sp|P01861|IGHG4_HUMAN	36 kDa	102	34	ncih1373_af1521.adpr.msbio	P01861	3503	-68	-0.666666666666667	36	102.027777777778	34.0277777777778	0.333514838007079	0.333398686403294	IGHG4
IGKC	Immunoglobulin kappa constant OS=Homo sapiens GN=IGKC PE=1 SV=2	sp|P01834|IGKC_HUMAN	12 kDa	58	19	ncih1373_af1521.adpr.msbio	P01834	3514	-39	-0.672413793103448	12	58.0833333333333	19.0833333333333	0.328550932568149	0.327702120324082	IGKC
IGLC2	Immunoglobulin lambda constant 2 OS=Homo sapiens GN=IGLC2 PE=1 SV=1	sp|P0DOY2|IGLC2_HUMAN (+1)	11 kDa	0	2	ncih1373_af1521.adpr.msbio	P0DOY2	3538	2	1	11	0.0909090909090909	2.09090909090909	23	201	IGLC2
IK	Protein Red OS=Homo sapiens GN=IK PE=1 SV=3	sp|Q13123|RED_HUMAN	66 kDa	7	4	ncih1373_af1521.adpr.msbio	Q13123	3550	-3	-0.428571428571429	66	7.01515151515152	4.01515151515152	0.572354211663067	0.572039942938659	IK
ILF2	Interleukin enhancer-binding factor 2 OS=Homo sapiens GN=ILF2 PE=1 SV=2	sp|Q12905|ILF2_HUMAN	43 kDa	6	0	ncih1373_af1521.adpr.msbio	Q12905	3608	-6	-1	43	6.02325581395349	0.0232558139534884	0.00386100386100386	0.00166389351081531	ILF2
ILF3	Interleukin enhancer-binding factor 3 OS=Homo sapiens GN=ILF3 PE=1 SV=3	sp|Q12906|ILF3_HUMAN	95 kDa	25	0	ncih1373_af1521.adpr.msbio	Q12906	3609	-25	-1	95	25.0105263157895	0.0105263157894737	0.000420875420875421	0.00039984006397441	ILF3
IMMT	MICOS complex subunit MIC60 OS=Homo sapiens GN=IMMT PE=1 SV=1	sp|Q16891|MIC60_HUMAN	84 kDa	16	8	ncih1373_af1521.adpr.msbio	Q16891	10989	-8	-0.5	84	16.0119047619048	8.01190476190476	0.500371747211896	0.500312304809494	IMMT
IMUP	Immortalization up-regulated protein OS=Homo sapiens GN=IMUP PE=1 SV=1	sp|Q9GZP8|IMUP_HUMAN	11 kDa	3	4	ncih1373_af1521.adpr.msbio	Q9GZP8	64073	1	0.25	11	3.09090909090909	4.09090909090909	1.32352941176471	1.33222591362126	C19orf33
INCENP	Inner centromere protein OS=Homo sapiens GN=INCENP PE=1 SV=3	sp|Q9NQS7|INCE_HUMAN	105 kDa	2	0	ncih1373_af1521.adpr.msbio	Q9NQS7	3619	-2	-1	105	2.00952380952381	0.00952380952380952	0.004739336492891	0.00497512437810945	INCENP
INF2	Inverted formin-2 OS=Homo sapiens GN=INF2 PE=1 SV=2	sp|Q27J81|INF2_HUMAN	136 kDa	25	6	ncih1373_af1521.adpr.msbio	Q27J81	64423	-19	-0.76	136	25.0073529411765	6.00735294117647	0.240223463687151	0.240303878448621	INF2
INPPL1	"Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 2 OS=Homo sapiens GN=INPPL1 PE=1 SV=2"	sp|O15357|SHIP2_HUMAN	139 kDa	5	2	ncih1373_af1521.adpr.msbio	O15357	3636	-3	-0.6	139	5.00719424460432	2.00719424460432	0.400862068965517	0.401197604790419	INPPL1
IQGAP1	Ras GTPase-activating-like protein IQGAP1 OS=Homo sapiens GN=IQGAP1 PE=1 SV=1	sp|P46940|IQGA1_HUMAN	189 kDa	68	112	ncih1373_af1521.adpr.msbio	P46940	8826	44	0.392857142857143	189	68.005291005291	112.005291005291	1.64700848051039	1.6469636818115	IQGAP1
IREB2	Iron-responsive element-binding protein 2 OS=Homo sapiens GN=IREB2 PE=1 SV=3	sp|P48200|IREB2_HUMAN	105 kDa	2	2	ncih1373_af1521.adpr.msbio	P48200	3658	0	0	105	2.00952380952381	2.00952380952381	1	1	IREB2
IRS1	Insulin receptor substrate 1 OS=Homo sapiens GN=IRS1 PE=1 SV=1	sp|P35568|IRS1_HUMAN	132 kDa	7	5	ncih1373_af1521.adpr.msbio	P35568	3667	-2	-0.285714285714286	132	7.00757575757576	5.00757575757576	0.714594594594595	0.714693295292439	IRS1
IRS2	Insulin receptor substrate 2 OS=Homo sapiens GN=IRS2 PE=1 SV=2	sp|Q9Y4H2|IRS2_HUMAN	137 kDa	0	5	ncih1373_af1521.adpr.msbio	Q9Y4H2	8660	5	1	137	0.0072992700729927	5.00729927007299	686	501	IRS2
ISG15	Ubiquitin-like protein ISG15 OS=Homo sapiens GN=ISG15 PE=1 SV=5	sp|P05161|ISG15_HUMAN	18 kDa	0	2	ncih1373_af1521.adpr.msbio	P05161	9636	2	1	18	0.0555555555555556	2.05555555555556	37	201	ISG15
ITGA2	Integrin alpha-2 OS=Homo sapiens GN=ITGA2 PE=1 SV=1	sp|P17301|ITA2_HUMAN	129 kDa	28	32	ncih1373_af1521.adpr.msbio	P17301	3673	4	0.125	129	28.0077519379845	32.0077519379845	1.14281760309992	1.14280614066405	ITGA2
ITGA3	Integrin alpha-3 OS=Homo sapiens GN=ITGA3 PE=1 SV=5	sp|P26006|ITA3_HUMAN	117 kDa	16	14	ncih1373_af1521.adpr.msbio	P26006	3675	-2	-0.125	117	16.008547008547	14.008547008547	0.875066737853711	0.875078076202373	ITGA3
ITGA6	Integrin alpha-6 OS=Homo sapiens GN=ITGA6 PE=1 SV=5	sp|P23229|ITA6_HUMAN	127 kDa	14	6	ncih1373_af1521.adpr.msbio	P23229	3655	-8	-0.571428571428571	127	14.007874015748	6.00787401574803	0.428892636312535	0.428979300499643	ITGA6
ITGAV	Integrin alpha-V OS=Homo sapiens GN=ITGAV PE=1 SV=2	sp|P06756|ITAV_HUMAN	116 kDa	8	6	ncih1373_af1521.adpr.msbio	P06756	3685	-2	-0.25	116	8.00862068965517	6.00862068965517	0.7502691065662	0.750312109862672	ITGAV
ITGB1	Integrin beta-1 OS=Homo sapiens GN=ITGB1 PE=1 SV=2	sp|P05556|ITB1_HUMAN	88 kDa	28	20	ncih1373_af1521.adpr.msbio	P05556	3688	-8	-0.285714285714286	88	28.0113636363636	20.0113636363636	0.714401622718053	0.714387718671903	ITGB1
ITGB4	Integrin beta-4 OS=Homo sapiens GN=ITGB4 PE=1 SV=5	sp|P16144|ITB4_HUMAN	202 kDa	6	14	ncih1373_af1521.adpr.msbio	P16144	3691	8	0.571428571428571	202	6.0049504950495	14.0049504950495	2.33223413025556	2.33111480865225	ITGB4
ITPR3	"Inositol 1,4,5-trisphosphate receptor type 3 OS=Homo sapiens GN=ITPR3 PE=1 SV=2"	sp|Q14573|ITPR3_HUMAN	304 kDa	20	3	ncih1373_af1521.adpr.msbio	Q14573	3710	-17	-0.85	304	20.0032894736842	3.00328947368421	0.150139779641506	0.150424787606197	ITPR3
IWS1	Protein IWS1 homolog OS=Homo sapiens GN=IWS1 PE=1 SV=2	sp|Q96ST2|IWS1_HUMAN	92 kDa	3	2	ncih1373_af1521.adpr.msbio	Q96ST2	55677	-1	-0.333333333333333	92	3.01086956521739	2.01086956521739	0.667870036101083	0.667774086378737	IWS1
JUP	Junction plakoglobin OS=Homo sapiens GN=JUP PE=1 SV=3	sp|P14923|PLAK_HUMAN	82 kDa	28	58	ncih1373_af1521.adpr.msbio	P14923	3728	30	0.517241379310345	82	28.0121951219512	58.0121951219512	2.07096212451023	2.07104605498036	JUP
KARS	Lysine--tRNA ligase OS=Homo sapiens GN=KARS PE=1 SV=3	sp|Q15046|SYK_HUMAN	68 kDa	3	2	ncih1373_af1521.adpr.msbio	Q15046	3735	-1	-0.333333333333333	68	3.01470588235294	2.01470588235294	0.668292682926829	0.667774086378737	KARS1
KHDRBS1	"KH domain-containing, RNA-binding, signal transduction-associated protein 1 OS=Homo sapiens GN=KHDRBS1 PE=1 SV=1"	sp|Q07666|KHDR1_HUMAN	48 kDa	3	0	ncih1373_af1521.adpr.msbio	Q07666	10657	-3	-1	48	3.02083333333333	0.0208333333333333	0.00689655172413793	0.00332225913621263	KHDRBS1
KHSRP	Far upstream element-binding protein 2 OS=Homo sapiens GN=KHSRP PE=1 SV=4	sp|Q92945|FUBP2_HUMAN	73 kDa	22	11	ncih1373_af1521.adpr.msbio	Q92945	8570	-11	-0.5	73	22.013698630137	11.013698630137	0.50031113876789	0.500227169468423	KHSRP
KIF20A	Kinesin-like protein KIF20A OS=Homo sapiens GN=KIF20A PE=1 SV=1	sp|O95235|KI20A_HUMAN	100 kDa	8	0	ncih1373_af1521.adpr.msbio	O95235	10112	-8	-1	100	8.01	0.01	0.00124843945068664	0.00124843945068664	KIF20A
KIF23	Kinesin-like protein KIF23 OS=Homo sapiens GN=KIF23 PE=1 SV=3	sp|Q02241|KIF23_HUMAN	110 kDa	6	0	ncih1373_af1521.adpr.msbio	Q02241	9493	-6	-1	110	6.00909090909091	0.00909090909090909	0.00151285930408472	0.00166389351081531	KIF23
KIF2C	Kinesin-like protein KIF2C OS=Homo sapiens GN=KIF2C PE=1 SV=2	sp|Q99661|KIF2C_HUMAN	81 kDa	6	0	ncih1373_af1521.adpr.msbio	Q99661	11004	-6	-1	81	6.01234567901235	0.0123456790123457	0.00205338809034908	0.00166389351081531	KIF2C
KIF4A	Chromosome-associated kinesin KIF4A OS=Homo sapiens GN=KIF4A PE=1 SV=3	sp|O95239|KIF4A_HUMAN	140 kDa	34	0	ncih1373_af1521.adpr.msbio	O95239	24137	-34	-1	140	34.0071428571429	0.00714285714285714	0.000210039907582441	0.000294031167303734	KIF4A
KIF5B	Kinesin-1 heavy chain OS=Homo sapiens GN=KIF5B PE=1 SV=1	sp|P33176|KINH_HUMAN	110 kDa	7	0	ncih1373_af1521.adpr.msbio	P33176	3799	-7	-1	110	7.00909090909091	0.00909090909090909	0.0012970168612192	0.0014265335235378	KIF5B
