genename	protein_desc	Accession_Number	Molecular_Weight	SKMES1.AF1521.DMSO_SpC	SKMES1.AF1521.RBN011628_1um_SpC	label	uniprotswissprot	entrez.id	spc.trt_ctrl.delta	spc.ctrl_fraction_delta	molweight	ctrl.binding	trt.binding	trt.fc.binding	trt.fc	gene.symbol.xref
ECM1	Extracellular matrix protein 1 OS=Homo sapiens GN=ECM1 PE=1 SV=2	sp|Q16610|ECM1_HUMAN	61 kDa	0	2	skmes_adpr.msbio	Q16610	1893	2	1	61	0.0163934426229508	2.01639344262295	123	201	ECM1
ECT2	Protein ECT2 OS=Homo sapiens GN=ECT2 PE=1 SV=4	sp|Q9H8V3|ECT2_HUMAN	104 kDa	0	5	skmes_adpr.msbio	Q9H8V3	1894	5	1	104	0.00961538461538462	5.00961538461539	521	501	ECT2
EDC4	Enhancer of mRNA-decapping protein 4 OS=Homo sapiens GN=EDC4 PE=1 SV=1	sp|Q6P2E9|EDC4_HUMAN	152 kDa	4	6	skmes_adpr.msbio	Q6P2E9	23644	2	0.333333333333333	152	4.00657894736842	6.00657894736842	1.4991789819376	1.49875311720698	EDC4
EDF1	Endothelial differentiation-related factor 1 OS=Homo sapiens GN=EDF1 PE=1 SV=1	sp|O60869|EDF1_HUMAN	16 kDa	35	36	skmes_adpr.msbio	O60869	8721	1	0.0277777777777778	16	35.0625	36.0625	1.02852049910873	1.02856326763782	EDF1
EEF1A1	Elongation factor 1-alpha 1 OS=Homo sapiens GN=EEF1A1 PE=1 SV=1	sp|P68104|EF1A1_HUMAN	50 kDa	136	160	skmes_adpr.msbio	P68104	1915	24	0.15	50	136.02	160.02	1.17644464049404	1.17645761341078	EEF1A1
EEF1D	Elongation factor 1-delta OS=Homo sapiens GN=EEF1D PE=1 SV=5	sp|P29692|EF1D_HUMAN	31 kDa	0	16	skmes_adpr.msbio	P29692	1936	16	1	31	0.032258064516129	16.0322580645161	497	1601	EEF1D
EEF1E1	Eukaryotic translation elongation factor 1 epsilon-1 OS=Homo sapiens GN=EEF1E1 PE=1 SV=1	sp|O43324|MCA3_HUMAN	20 kDa	0	2	skmes_adpr.msbio	O43324	9521	2	1	20	0.05	2.05	41	201	EEF1E1
EEF1G	Elongation factor 1-gamma OS=Homo sapiens GN=EEF1G PE=1 SV=3	sp|P26641|EF1G_HUMAN	50 kDa	0	24	skmes_adpr.msbio	P26641	1937	24	1	50	0.02	24.02	1201	2401	EEF1G
EEF2	Elongation factor 2 OS=Homo sapiens GN=EEF2 PE=1 SV=4	sp|P13639|EF2_HUMAN	95 kDa	0	23	skmes_adpr.msbio	P13639	1938	23	1	95	0.0105263157894737	23.0105263157895	2186	2301	EEF2
EFHD2	EF-hand domain-containing protein D2 OS=Homo sapiens GN=EFHD2 PE=1 SV=1	sp|Q96C19|EFHD2_HUMAN	27 kDa	3	5	skmes_adpr.msbio	Q96C19	79180	2	0.4	27	3.03703703703704	5.03703703703704	1.65853658536585	1.66445182724253	EFHD2
EFTUD2	116 kDa U5 small nuclear ribonucleoprotein component OS=Homo sapiens GN=EFTUD2 PE=1 SV=1	sp|Q15029|U5S1_HUMAN	109 kDa	10	12	skmes_adpr.msbio	Q15029	9343	2	0.166666666666667	109	10.0091743119266	12.0091743119266	1.19981668194317	1.1998001998002	EFTUD2
EGFR	Epidermal growth factor receptor OS=Homo sapiens GN=EGFR PE=1 SV=2	sp|P00533|EGFR_HUMAN	134 kDa	7	6	skmes_adpr.msbio	P00533	1956	-1	-0.142857142857143	134	7.00746268656716	6.00746268656716	0.857294994675186	0.85734664764622	EGFR
EIF1AX	Eukaryotic translation initiation factor 1A, X-chromosomal OS=Homo sapiens GN=EIF1AX PE=1 SV=2	sp|P47813|IF1AX_HUMAN	16 kDa	10	12	skmes_adpr.msbio	P47813	1964	2	0.166666666666667	16	10.0625	12.0625	1.19875776397516	1.1998001998002	EIF1AX
EIF2B4	Translation initiation factor eIF-2B subunit delta OS=Homo sapiens GN=EIF2B4 PE=1 SV=2	sp|Q9UI10|EI2BD_HUMAN	58 kDa	0	2	skmes_adpr.msbio	Q9UI10	8890	2	1	58	0.0172413793103448	2.01724137931034	117	201	EIF2B4
EIF3D	Eukaryotic translation initiation factor 3 subunit D OS=Homo sapiens GN=EIF3D PE=1 SV=1	sp|O15371|EIF3D_HUMAN	64 kDa	5	6	skmes_adpr.msbio	O15371	8664	1	0.166666666666667	64	5.015625	6.015625	1.1993769470405	1.19960079840319	EIF3D
EIF3I	Eukaryotic translation initiation factor 3 subunit I OS=Homo sapiens GN=EIF3I PE=1 SV=1	sp|Q13347|EIF3I_HUMAN	37 kDa	0	2	skmes_adpr.msbio	Q13347	8668	2	1	37	0.027027027027027	2.02702702702703	75	201	EIF3I
EIF4A1	Eukaryotic initiation factor 4A-I OS=Homo sapiens GN=EIF4A1 PE=1 SV=1	sp|P60842|IF4A1_HUMAN	46 kDa	0	30	skmes_adpr.msbio	P60842	1973	30	1	46	0.0217391304347826	30.0217391304348	1381	3001	EIF4A1
EIF4G1	Eukaryotic translation initiation factor 4 gamma 1 OS=Homo sapiens GN=EIF4G1 PE=1 SV=4	sp|Q04637|IF4G1_HUMAN	175 kDa	28	26	skmes_adpr.msbio	Q04637	1981	-2	-0.0714285714285714	175	28.0057142857143	26.0057142857143	0.92858600285656	0.928596929667976	EIF4G1
EIF4H	Eukaryotic translation initiation factor 4H OS=Homo sapiens GN=EIF4H PE=1 SV=5	sp|Q15056|IF4H_HUMAN	27 kDa	0	2	skmes_adpr.msbio	Q15056	7458	2	1	27	0.037037037037037	2.03703703703704	55	201	EIF4H
EIF5	Eukaryotic translation initiation factor 5 OS=Homo sapiens GN=EIF5 PE=1 SV=2	sp|P55010|IF5_HUMAN	49 kDa	7	4	skmes_adpr.msbio	P55010	1983	-3	-0.428571428571429	49	7.02040816326531	4.02040816326531	0.572674418604651	0.572039942938659	EIF5
EIF5A	Eukaryotic translation initiation factor 5A-1 OS=Homo sapiens GN=EIF5A PE=1 SV=2	sp|P63241|IF5A1_HUMAN	17 kDa	5	17	skmes_adpr.msbio	P63241	1984	12	0.705882352941177	17	5.05882352941176	17.0588235294118	3.37209302325581	3.39520958083832	EIF5A
EIF5B	Eukaryotic translation initiation factor 5B OS=Homo sapiens GN=EIF5B PE=1 SV=4	sp|O60841|IF2P_HUMAN	139 kDa	132	203	skmes_adpr.msbio	O60841	9669	71	0.349753694581281	139	132.007194244604	203.007194244604	1.53784947408578	1.53783804257253	EIF5B
ELMOD2	ELMO domain-containing protein 2 OS=Homo sapiens GN=ELMOD2 PE=1 SV=1	sp|Q8IZ81|ELMD2_HUMAN	35 kDa	0	2	skmes_adpr.msbio	Q8IZ81	255520	2	1	35	0.0285714285714286	2.02857142857143	71	201	ELMOD2
ELOA	Elongin-A OS=Homo sapiens GN=ELOA PE=1 SV=2	sp|Q14241|ELOA1_HUMAN	90 kDa	76	51	skmes_adpr.msbio	Q14241	6924	-25	-0.328947368421053	90	76.0111111111111	51.0111111111111	0.671100716269551	0.671095908433101	ELOA
ELOB	Elongin-B OS=Homo sapiens GN=ELOB PE=1 SV=1	sp|Q15370|ELOB_HUMAN	13 kDa	12	9	skmes_adpr.msbio	Q15370	6923	-3	-0.25	13	12.0769230769231	9.07692307692308	0.751592356687898	0.750208159866778	ELOB
ELOC	Elongin-C OS=Homo sapiens GN=ELOC PE=1 SV=1	sp|Q15369|ELOC_HUMAN	12 kDa	9	9	skmes_adpr.msbio	Q15369	6921	0	0	12	9.08333333333333	9.08333333333333	1	1	ELOC
EMD	Emerin OS=Homo sapiens GN=EMD PE=1 SV=1	sp|P50402|EMD_HUMAN	29 kDa	3	4	skmes_adpr.msbio	P50402	2010	1	0.25	29	3.03448275862069	4.03448275862069	1.32954545454545	1.33222591362126	EMD
ENO1	Alpha-enolase OS=Homo sapiens GN=ENO1 PE=1 SV=2	sp|P06733|ENOA_HUMAN	47 kDa	3	135	skmes_adpr.msbio	P06733	2023	132	0.977777777777778	47	3.02127659574468	135.021276595745	44.6901408450704	44.8538205980066	ENO1
ENY2	Transcription and mRNA export factor ENY2 OS=Homo sapiens GN=ENY2 PE=1 SV=1	sp|Q9NPA8|ENY2_HUMAN	12 kDa	8	5	skmes_adpr.msbio	Q9NPA8	56943	-3	-0.375	12	8.08333333333333	5.08333333333333	0.628865979381443	0.625468164794007	ENY2
EP300	Histone acetyltransferase p300 OS=Homo sapiens GN=EP300 PE=1 SV=2	sp|Q09472|EP300_HUMAN	264 kDa	9	0	skmes_adpr.msbio	Q09472	2033	-9	-1	264	9.00378787878788	0.00378787878787879	0.000420698359276399	0.00110987791342952	EP300
EPHA2	Ephrin type-A receptor 2 OS=Homo sapiens GN=EPHA2 PE=1 SV=2	sp|P29317|EPHA2_HUMAN	108 kDa	3	0	skmes_adpr.msbio	P29317	1969	-3	-1	108	3.00925925925926	0.00925925925925926	0.00307692307692308	0.00332225913621263	EPHA2
EPHB2	Ephrin type-B receptor 2 OS=Homo sapiens GN=EPHB2 PE=1 SV=5	sp|P29323|EPHB2_HUMAN	117 kDa	3	2	skmes_adpr.msbio	P29323	2048	-1	-0.333333333333333	117	3.00854700854701	2.00854700854701	0.667613636363636	0.667774086378737	EPHB2
EPHX1	Epoxide hydrolase 1 OS=Homo sapiens GN=EPHX1 PE=1 SV=1	sp|P07099|HYEP_HUMAN	53 kDa	4	2	skmes_adpr.msbio	P07099	2052	-2	-0.5	53	4.0188679245283	2.0188679245283	0.502347417840376	0.501246882793017	EPHX1
EPRS	Bifunctional glutamate/proline--tRNA ligase OS=Homo sapiens GN=EPRS PE=1 SV=5	sp|P07814|SYEP_HUMAN	171 kDa	6	5	skmes_adpr.msbio	P07814	2058	-1	-0.166666666666667	171	6.00584795321637	5.00584795321637	0.833495618305745	0.833610648918469	EPRS1
ERAL1	GTPase Era, mitochondrial OS=Homo sapiens GN=ERAL1 PE=1 SV=2	sp|O75616|ERAL1_HUMAN	48 kDa	8	10	skmes_adpr.msbio	O75616	26284	2	0.2	48	8.02083333333333	10.0208333333333	1.24935064935065	1.24968789013733	ERAL1
ERCC3	TFIIH basal transcription factor complex helicase XPB subunit OS=Homo sapiens GN=ERCC3 PE=1 SV=1	sp|P19447|ERCC3_HUMAN	89 kDa	3	4	skmes_adpr.msbio	P19447	2071	1	0.25	89	3.01123595505618	4.01123595505618	1.33208955223881	1.33222591362126	ERCC3
ERH	Enhancer of rudimentary homolog OS=Homo sapiens GN=ERH PE=1 SV=1	sp|P84090|ERH_HUMAN	12 kDa	10	6	skmes_adpr.msbio	P84090	2079	-4	-0.4	12	10.0833333333333	6.08333333333333	0.603305785123967	0.6003996003996	ERH
ERICH1	Glutamate-rich protein 1 OS=Homo sapiens GN=ERICH1 PE=1 SV=1	sp|Q86X53|ERIC1_HUMAN	49 kDa	3	2	skmes_adpr.msbio	Q86X53	157697	-1	-0.333333333333333	49	3.02040816326531	2.02040816326531	0.668918918918919	0.667774086378737	ERICH1
ESF1	ESF1 homolog OS=Homo sapiens GN=ESF1 PE=1 SV=1	sp|Q9H501|ESF1_HUMAN	99 kDa	39	38	skmes_adpr.msbio	Q9H501	51575	-1	-0.0256410256410256	99	39.010101010101	38.010101010101	0.974365613671673	0.974365547295565	ESF1
ESYT1	Extended synaptotagmin-1 OS=Homo sapiens GN=ESYT1 PE=1 SV=1	sp|Q9BSJ8|ESYT1_HUMAN	123 kDa	5	4	skmes_adpr.msbio	Q9BSJ8	23344	-1	-0.2	123	5.00813008130081	4.00813008130081	0.800324675324675	0.800399201596806	ESYT1
ETFB	Electron transfer flavoprotein subunit beta OS=Homo sapiens GN=ETFB PE=1 SV=3	sp|P38117|ETFB_HUMAN	28 kDa	0	2	skmes_adpr.msbio	P38117	2109	2	1	28	0.0357142857142857	2.03571428571429	57	201	ETFB
EXOC1	Exocyst complex component 1 OS=Homo sapiens GN=EXOC1 PE=1 SV=4	sp|Q9NV70|EXOC1_HUMAN	102 kDa	49	44	skmes_adpr.msbio	Q9NV70	55763	-5	-0.102040816326531	102	49.0098039215686	44.0098039215686	0.897979595919184	0.8979800040808	EXOC1
EXOC4	Exocyst complex component 4 OS=Homo sapiens GN=EXOC4 PE=1 SV=1	sp|Q96A65|EXOC4_HUMAN	111 kDa	7	5	skmes_adpr.msbio	Q96A65	60412	-2	-0.285714285714286	111	7.00900900900901	5.00900900900901	0.714652956298201	0.714693295292439	EXOC4
EZR	Ezrin OS=Homo sapiens GN=EZR PE=1 SV=4	sp|P15311|EZRI_HUMAN	69 kDa	61	47	skmes_adpr.msbio	P15311	7430	-14	-0.229508196721311	69	61.0144927536232	47.0144927536232	0.770546318289786	0.770529421406327	EZR
FABP5	Fatty acid-binding protein, epidermal OS=Homo sapiens GN=FABP5 PE=1 SV=3	sp|Q01469|FABP5_HUMAN	15 kDa	2	13	skmes_adpr.msbio	Q01469	2171	11	0.846153846153846	15	2.06666666666667	13.0666666666667	6.32258064516129	6.4726368159204	FABP5
FAM126A	Hyccin OS=Homo sapiens GN=FAM126A PE=1 SV=2	sp|Q9BYI3|HYCCI_HUMAN	58 kDa	2	2	skmes_adpr.msbio	Q9BYI3	84668	0	0	58	2.01724137931034	2.01724137931034	1	1	FAM126A
FAM204A	Protein FAM204A OS=Homo sapiens GN=FAM204A PE=2 SV=1	sp|Q9H8W3|F204A_HUMAN	27 kDa	0	3	skmes_adpr.msbio	Q9H8W3	63877	3	1	27	0.037037037037037	3.03703703703704	82	301	FAM204A
FAM207A	Protein FAM207A OS=Homo sapiens GN=FAM207A PE=1 SV=2	sp|Q9NSI2|F207A_HUMAN	25 kDa	2	0	skmes_adpr.msbio	Q9NSI2	85395	-2	-1	25	2.04	0.04	0.0196078431372549	0.00497512437810945	FAM207A
FAM213A	Redox-regulatory protein FAM213A OS=Homo sapiens GN=FAM213A PE=1 SV=3	sp|Q9BRX8|F213A_HUMAN	26 kDa	3	2	skmes_adpr.msbio	Q9BRX8	84293	-1	-0.333333333333333	26	3.03846153846154	2.03846153846154	0.670886075949367	0.667774086378737	PRXL2A
FAM32A	Protein FAM32A OS=Homo sapiens GN=FAM32A PE=1 SV=2	sp|Q9Y421|FA32A_HUMAN	13 kDa	12	11	skmes_adpr.msbio	Q9Y421	26017	-1	-0.0833333333333333	13	12.0769230769231	11.0769230769231	0.917197452229299	0.916736053288926	FAM32A
FAM49B	Protein FAM49B OS=Homo sapiens GN=FAM49B PE=1 SV=1	sp|Q9NUQ9|FA49B_HUMAN	37 kDa	0	7	skmes_adpr.msbio	Q9NUQ9	51571	7	1	37	0.027027027027027	7.02702702702703	260	701	FAM49B
FAM50A	Protein FAM50A OS=Homo sapiens GN=FAM50A PE=1 SV=2	sp|Q14320|FA50A_HUMAN	40 kDa	12	12	skmes_adpr.msbio	Q14320	9130	0	0	40	12.025	12.025	1	1	FAM50A
FAM83D	Protein FAM83D OS=Homo sapiens GN=FAM83D PE=1 SV=3	sp|Q9H4H8|FA83D_HUMAN	64 kDa	13	7	skmes_adpr.msbio	Q9H4H8	81610	-6	-0.461538461538462	64	13.015625	7.015625	0.539015606242497	0.538816295157571	FAM83D
FASN	Fatty acid synthase OS=Homo sapiens GN=FASN PE=1 SV=3	sp|P49327|FAS_HUMAN	273 kDa	10	2	skmes_adpr.msbio	P49327	2194	-8	-0.8	273	10.003663003663	2.003663003663	0.200292932991578	0.200799200799201	FASN
FAU	40S ribosomal protein S30 OS=Homo sapiens GN=FAU PE=1 SV=1	sp|P62861|RS30_HUMAN	7 kDa	3	0	skmes_adpr.msbio	P62861	2197	-3	-1	7	3.14285714285714	0.142857142857143	0.0454545454545455	0.00332225913621263	FAU
FBL	rRNA 2'-O-methyltransferase fibrillarin OS=Homo sapiens GN=FBL PE=1 SV=2	sp|P22087|FBRL_HUMAN	34 kDa	9	8	skmes_adpr.msbio	P22087	2091	-1	-0.111111111111111	34	9.02941176470588	8.02941176470588	0.889250814332248	0.889012208657048	FBL
FBXO5	F-box only protein 5 OS=Homo sapiens GN=FBXO5 PE=1 SV=1	sp|Q9UKT4|FBX5_HUMAN	50 kDa	6	2	skmes_adpr.msbio	Q9UKT4	26271	-4	-0.666666666666667	50	6.02	2.02	0.335548172757475	0.334442595673877	FBXO5
FECH	Ferrochelatase, mitochondrial OS=Homo sapiens GN=FECH PE=1 SV=2	sp|P22830|HEMH_HUMAN	48 kDa	4	3	skmes_adpr.msbio	P22830	2235	-1	-0.25	48	4.02083333333333	3.02083333333333	0.751295336787565	0.750623441396509	FECH
FEN1	Flap endonuclease 1 OS=Homo sapiens GN=FEN1 PE=1 SV=1	sp|P39748|FEN1_HUMAN	43 kDa	12	17	skmes_adpr.msbio	P39748	2237	5	0.294117647058824	43	12.0232558139535	17.0232558139535	1.41586073500967	1.41631973355537	FEN1
FHAD1	Forkhead-associated domain-containing protein 1 OS=Homo sapiens GN=FHAD1 PE=2 SV=2	sp|B1AJZ9|FHAD1_HUMAN	162 kDa	6	2	skmes_adpr.msbio	B1AJZ9	114827	-4	-0.666666666666667	162	6.00617283950617	2.00617283950617	0.334018499486125	0.334442595673877	FHAD1
FHOD1	FH1/FH2 domain-containing protein 1 OS=Homo sapiens GN=FHOD1 PE=1 SV=3	sp|Q9Y613|FHOD1_HUMAN	127 kDa	0	2	skmes_adpr.msbio	Q9Y613	29109	2	1	127	0.0078740157480315	2.00787401574803	255	201	FHOD1
FIP1L1	Pre-mRNA 3'-end-processing factor FIP1 OS=Homo sapiens GN=FIP1L1 PE=1 SV=1	sp|Q6UN15|FIP1_HUMAN	67 kDa	12	6	skmes_adpr.msbio	Q6UN15	81608	-6	-0.5	67	12.0149253731343	6.01492537313433	0.500621118012422	0.500416319733555	FIP1L1
FKBP11	Peptidyl-prolyl cis-trans isomerase FKBP11 OS=Homo sapiens GN=FKBP11 PE=1 SV=1	sp|Q9NYL4|FKB11_HUMAN	22 kDa	9	9	skmes_adpr.msbio	Q9NYL4	51303	0	0	22	9.04545454545454	9.04545454545454	1	1	FKBP11
FKBP3	Peptidyl-prolyl cis-trans isomerase FKBP3 OS=Homo sapiens GN=FKBP3 PE=1 SV=1	sp|Q00688|FKBP3_HUMAN	25 kDa	29	20	skmes_adpr.msbio	Q00688	2287	-9	-0.310344827586207	25	29.04	20.04	0.690082644628099	0.68976215098242	FKBP3
FLG	Filaggrin OS=Homo sapiens GN=FLG PE=1 SV=3	sp|P20930|FILA_HUMAN	435 kDa	10	12	skmes_adpr.msbio	P20930	2312	2	0.166666666666667	435	10.0022988505747	12.0022988505747	1.1999540335555	1.1998001998002	FLG
FLG2	Filaggrin-2 OS=Homo sapiens GN=FLG2 PE=1 SV=1	sp|Q5D862|FILA2_HUMAN	248 kDa	22	27	skmes_adpr.msbio	Q5D862	388698	5	0.185185185185185	248	22.0040322580645	27.0040322580645	1.22723107934763	1.22716946842344	FLG2
FLII	Protein flightless-1 homolog OS=Homo sapiens GN=FLII PE=1 SV=2	sp|Q13045|FLII_HUMAN	145 kDa	3	0	skmes_adpr.msbio	Q13045	2314	-3	-1	145	3.00689655172414	0.00689655172413793	0.00229357798165138	0.00332225913621263	FLII
FLNA	Filamin-A OS=Homo sapiens GN=FLNA PE=1 SV=4	sp|P21333|FLNA_HUMAN	281 kDa	56	60	skmes_adpr.msbio	P21333	2316	4	0.0666666666666667	281	56.0035587188612	60.0035587188612	1.07142403253479	1.07141581860382	FLNA
FLNB	Filamin-B OS=Homo sapiens GN=FLNB PE=1 SV=2	sp|O75369|FLNB_HUMAN	278 kDa	10	5	skmes_adpr.msbio	O75369	2317	-5	-0.5	278	10.0035971223022	5.00359712230216	0.500179791441927	0.500499500499501	FLNB
FLNC	Filamin-C OS=Homo sapiens GN=FLNC PE=1 SV=3	sp|Q14315|FLNC_HUMAN	291 kDa	25	8	skmes_adpr.msbio	Q14315	2318	-17	-0.68	291	25.0034364261168	8.00343642611684	0.320093457943925	0.320271891243503	FLNC
FMNL1	Formin-like protein 1 OS=Homo sapiens GN=FMNL1 PE=1 SV=3	sp|O95466|FMNL1_HUMAN	122 kDa	0	3	skmes_adpr.msbio	O95466	752	3	1	122	0.00819672131147541	3.00819672131148	367	301	FMNL1
FNBP1	Formin-binding protein 1 OS=Homo sapiens GN=FNBP1 PE=1 SV=2	sp|Q96RU3|FNBP1_HUMAN	71 kDa	0	2	skmes_adpr.msbio	Q96RU3	23048	2	1	71	0.0140845070422535	2.01408450704225	143	201	FNBP1
FNBP4	Formin-binding protein 4 OS=Homo sapiens GN=FNBP4 PE=1 SV=3	sp|Q8N3X1|FNBP4_HUMAN	110 kDa	16	20	skmes_adpr.msbio	Q8N3X1	23360	4	0.2	110	16.0090909090909	20.0090909090909	1.24985803520727	1.24984384759525	FNBP4
FOXRED1	FAD-dependent oxidoreductase domain-containing protein 1 OS=Homo sapiens GN=FOXRED1 PE=1 SV=2	sp|Q96CU9|FXRD1_HUMAN	54 kDa	0	3	skmes_adpr.msbio	Q96CU9	55572	3	1	54	0.0185185185185185	3.01851851851852	163	301	FOXRED1
FRA10AC1	Protein FRA10AC1 OS=Homo sapiens GN=FRA10AC1 PE=1 SV=3	sp|Q70Z53|F10C1_HUMAN	38 kDa	5	5	skmes_adpr.msbio	Q70Z53	118924	0	0	38	5.02631578947368	5.02631578947368	1	1	FRA10AC1
FRG1	Protein FRG1 OS=Homo sapiens GN=FRG1 PE=1 SV=1	sp|Q14331|FRG1_HUMAN	29 kDa	66	30	skmes_adpr.msbio	Q14331	2483	-36	-0.545454545454545	29	66.0344827586207	30.0344827586207	0.454830287206266	0.454628086653537	FRG1
FRMD6	FERM domain-containing protein 6 OS=Homo sapiens GN=FRMD6 PE=1 SV=1	sp|Q96NE9|FRMD6_HUMAN	72 kDa	4	11	skmes_adpr.msbio	Q96NE9	122786	7	0.636363636363636	72	4.01388888888889	11.0138888888889	2.7439446366782	2.74563591022444	FRMD6
FRYL	Protein furry homolog-like OS=Homo sapiens GN=FRYL PE=1 SV=2	sp|O94915|FRYL_HUMAN	340 kDa	10	0	skmes_adpr.msbio	O94915	285527	-10	-1	340	10.0029411764706	0.00294117647058824	0.000294031167303734	0.000999000999000999	FRYL
FTSJ3	pre-rRNA processing protein FTSJ3 OS=Homo sapiens GN=FTSJ3 PE=1 SV=2	sp|Q8IY81|SPB1_HUMAN	97 kDa	2	0	skmes_adpr.msbio	Q8IY81	117246	-2	-1	97	2.01030927835052	0.0103092783505155	0.00512820512820513	0.00497512437810945	FTSJ3
FUBP1	Far upstream element-binding protein 1 OS=Homo sapiens GN=FUBP1 PE=1 SV=3	sp|Q96AE4|FUBP1_HUMAN	68 kDa	0	2	skmes_adpr.msbio	Q96AE4	8880	2	1	68	0.0147058823529412	2.01470588235294	137	201	FUBP1
FUS	RNA-binding protein FUS OS=Homo sapiens GN=FUS PE=1 SV=1	sp|P35637|FUS_HUMAN	53 kDa	0	2	skmes_adpr.msbio	P35637	2521	2	1	53	0.0188679245283019	2.0188679245283	107	201	FUS
G6PD	Glucose-6-phosphate 1-dehydrogenase OS=Homo sapiens GN=G6PD PE=1 SV=4	sp|P11413|G6PD_HUMAN	59 kDa	12	12	skmes_adpr.msbio	P11413	2539	0	0	59	12.0169491525424	12.0169491525424	1	1	G6PD
GADD45GIP1	Growth arrest and DNA damage-inducible proteins-interacting protein 1 OS=Homo sapiens GN=GADD45GIP1 PE=1 SV=1	sp|Q8TAE8|G45IP_HUMAN	25 kDa	6	5	skmes_adpr.msbio	Q8TAE8	90480	-1	-0.166666666666667	25	6.04	5.04	0.834437086092715	0.833610648918469	GADD45GIP1
GAPDH	Glyceraldehyde-3-phosphate dehydrogenase OS=Homo sapiens GN=GAPDH PE=1 SV=3	sp|P04406|G3P_HUMAN	36 kDa	14	146	skmes_adpr.msbio	P04406	2597	132	0.904109589041096	36	14.0277777777778	146.027777777778	10.409900990099	10.4218415417559	GAPDH
GAPVD1	GTPase-activating protein and VPS9 domain-containing protein 1 OS=Homo sapiens GN=GAPVD1 PE=1 SV=2	sp|Q14C86|GAPD1_HUMAN	165 kDa	8	0	skmes_adpr.msbio	Q14C86	26130	-8	-1	165	8.00606060606061	0.00606060606060606	0.000757002271006813	0.00124843945068664	GAPVD1
GAR1	H/ACA ribonucleoprotein complex subunit 1 OS=Homo sapiens GN=GAR1 PE=1 SV=1	sp|Q9NY12|GAR1_HUMAN	22 kDa	6	8	skmes_adpr.msbio	Q9NY12	54433	2	0.25	22	6.04545454545455	8.04545454545454	1.33082706766917	1.33277870216306	GAR1
GATAD2B	Transcriptional repressor p66-beta OS=Homo sapiens GN=GATAD2B PE=1 SV=1	sp|Q8WXI9|P66B_HUMAN	65 kDa	0	2	skmes_adpr.msbio	Q8WXI9	57459	2	1	65	0.0153846153846154	2.01538461538462	131	201	GATAD2B
GBF1	Golgi-specific brefeldin A-resistance guanine nucleotide exchange factor 1 OS=Homo sapiens GN=GBF1 PE=1 SV=2	sp|Q92538|GBF1_HUMAN	206 kDa	6	0	skmes_adpr.msbio	Q92538	8729	-6	-1	206	6.00485436893204	0.00485436893203883	0.000808407437348424	0.00166389351081531	GBF1
GCN1	eIF-2-alpha kinase activator GCN1 OS=Homo sapiens GN=GCN1 PE=1 SV=6	sp|Q92616|GCN1_HUMAN	293 kDa	28	11	skmes_adpr.msbio	Q92616	10985	-17	-0.607142857142857	293	28.0034129692833	11.0034129692833	0.392931139549056	0.393073902177794	GCN1
GDI2	Rab GDP dissociation inhibitor beta OS=Homo sapiens GN=GDI2 PE=1 SV=2	sp|P50395|GDIB_HUMAN	51 kDa	0	11	skmes_adpr.msbio	P50395	2665	11	1	51	0.0196078431372549	11.0196078431373	562	1101	GDI2
GET4	Golgi to ER traffic protein 4 homolog OS=Homo sapiens GN=GET4 PE=1 SV=1	sp|Q7L5D6|GET4_HUMAN	37 kDa	3	5	skmes_adpr.msbio	Q7L5D6	51608	2	0.4	37	3.02702702702703	5.02702702702703	1.66071428571429	1.66445182724253	GET4
GFPT2	Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 2 OS=Homo sapiens GN=GFPT2 PE=1 SV=3	sp|O94808|GFPT2_HUMAN	77 kDa	2	5	skmes_adpr.msbio	O94808	9945	3	0.6	77	2.01298701298701	5.01298701298701	2.49032258064516	2.49253731343284	GFPT2
GGCT	Gamma-glutamylcyclotransferase OS=Homo sapiens GN=GGCT PE=1 SV=1	sp|O75223|GGCT_HUMAN	21 kDa	0	2	skmes_adpr.msbio	O75223	79017	2	1	21	0.0476190476190476	2.04761904761905	43	201	GGCT
GIGYF2	GRB10-interacting GYF protein 2 OS=Homo sapiens GN=GIGYF2 PE=1 SV=1	sp|Q6Y7W6|GGYF2_HUMAN	150 kDa	0	4	skmes_adpr.msbio	Q6Y7W6	26058	4	1	150	0.00666666666666667	4.00666666666667	601	401	GIGYF2
GLO1	Lactoylglutathione lyase OS=Homo sapiens GN=GLO1 PE=1 SV=4	sp|Q04760|LGUL_HUMAN	21 kDa	0	2	skmes_adpr.msbio	Q04760	2739	2	1	21	0.0476190476190476	2.04761904761905	43	201	GLO1
GLUD1	Glutamate dehydrogenase 1, mitochondrial OS=Homo sapiens GN=GLUD1 PE=1 SV=2	sp|P00367|DHE3_HUMAN (+1)	61 kDa	2	3	skmes_adpr.msbio	P00367	2746	1	0.333333333333333	61	2.01639344262295	3.01639344262295	1.49593495934959	1.49751243781095	GLUD1
GMFG	Glia maturation factor gamma OS=Homo sapiens GN=GMFG PE=1 SV=1	sp|O60234|GMFG_HUMAN	17 kDa	0	6	skmes_adpr.msbio	O60234	9535	6	1	17	0.0588235294117647	6.05882352941176	103	601	GMFG
